nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalite_francaise,orientation_sexuelle,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Hurley,Shannon,25,164.6,56.3,H,non,bac,Occitanie,oui,non,het,1,108.5,1469.0,divorcé,4.0,0.67,2022-11-02,573.0,1024.09,500.0
Butler,Douglas,44,170.3,66.8,H,non,bac+2,Bretagne,oui,non,het,0,192.2,957.0,divorcé,4.0,0.09,2021-05-31,573.0,690.91,500.0
Martin,Holly,36,178.4,39.9,F,non,doctorat,Occitanie,oui,non,het,0,195.6,4364.0,célibataire,3.0,0.88,2022-09-24,575.0,715.332,500.0
Grant,Elizabeth,33,171.9,74.2,F,oui,bac,Normandie,non,oui,het,1,258.3,500.0,marié,0.0,0.29,2024-12-06,560.0,671.494,1523.340236271127
Doyle,Ian,29,184.3,104.20900000000002,H,non,bac,Normandie,non,oui,het,2,243.9,2187.0,divorcé,2.0,0.6,2022-10-26,801.0,1086.27,23239.858853569007
Stevens,Brian,72,166.4,89.3,F,non,bac,Auvergne-Rhône-Alpes,non,non,hom,0,187.8,2552.0,célibataire,5.0,0.55,2020-06-03,486.0,952.3639999999999,500.0
Lawson,Joshua,56,183.8,60.6,F,non,bac,Occitanie,oui,oui,het,1,143.1,3685.0,marié,1.0,0.86,2021-01-26,602.0,926.76,500.0
Hill,Lisa,28,175.7,55.8,H,non,bac+2,Occitanie,non,oui,het,1,340.5,3894.0,veuf,1.0,0.8,2024-12-26,446.0,816.42,18273.85934788975
Mitchell,Austin,60,160.0,82.5,H,non,aucun,Occitanie,non,oui,hom,1,208.0,1796.0,divorcé,5.0,0.92,2020-08-12,578.0,630.27,500.0
Miller,Paul,73,184.7,79.1,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,het,1,303.9,1925.0,divorcé,4.0,0.97,2022-08-30,573.0,831.756,18455.13234032478
Walker,Jennifer,39,179.6,59.5,H,oui,master,Normandie,oui,non,het,0,144.7,2088.0,marié,1.0,0.92,2021-02-06,517.0,954.79,500.0
Haas,Stephen,36,161.1,59.9,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,hom,4,173.6,3385.0,veuf,4.0,0.48,2022-02-16,573.0,683.574,34423.96104480024
Cox,Michele,61,160.3,61.4,H,oui,aucun,Normandie,non,oui,het,0,224.0,2389.0,célibataire,0.0,0.68,2024-03-12,583.0,848.6659999999999,500.0
Bell,Krista,44,175.9,73.5,F,non,bac,Normandie,oui,oui,het,0,204.0,869.0,célibataire,0.0,0.93,2022-05-22,684.0,683.8659999999999,500.0
Johnston,James,39,175.8,60.1,H,non,bac,Bretagne,non,oui,het,0,196.1,4228.0,divorcé,2.0,0.63,2023-02-05,834.0,730.23,27249.21434434106
Davis,Richard,65,164.2,67.5,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,0,235.3,1549.0,marié,1.0,0.28,2020-06-11,582.0,772.568,12021.190189928564
Smith,Sherry,72,184.5,53.8,F,oui,master,Provence-Alpes-Côte d’Azur,non,non,het,3,130.6,3680.0,divorcé,4.0,0.8,2021-01-29,573.0,689.33,8834.970527596277
Acevedo,Rebecca,62,179.0,81.1,F,non,master,Corse,non,non,het,3,281.7,3958.0,veuf,3.0,0.78,2022-08-07,609.0,905.034,500.0
Moreno,Megan,66,169.6,54.7,F,oui,aucun,Normandie,non,oui,het,1,333.2,2592.0,veuf,4.0,0.43,2020-10-16,573.0,722.1759999999999,500.0
Miller,Meredith,63,158.9,72.6,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,het,1,303.2,1972.0,veuf,3.0,0.81,2021-09-17,575.0,787.9340000000001,13813.401395801417
Moran,Joanne,32,166.8,62.7,H,oui,master,Normandie,non,non,hom,2,168.2,500.0,veuf,3.0,0.01,2025-01-02,575.0,671.494,500.0
Figueroa,Leslie,70,163.4,52.5,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,hom,3,169.6,3167.0,veuf,5.0,0.48,2021-08-11,567.0,857.292,26884.57001613465
Benson,Emily,66,164.0,68.0,H,oui,master,Auvergne-Rhône-Alpes,oui,oui,het,2,354.6,4259.0,marié,5.0,0.29,2021-04-21,452.0,572.822,24828.752245553707
Boyle,Tara,64,178.0,94.9,F,non,bac+2,Île-de-France,oui,oui,het,2,220.1,1954.0,marié,2.0,0.67,2021-05-26,794.0,791.3800000000001,9678.58014651794
Wood,Angela,24,156.9,104.20900000000002,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,het,3,324.0,1801.0,marié,2.0,0.8,2021-06-13,806.0,798.8059999999999,500.0
Larson,Felicia,34,183.9,79.8,H,non,bac+2,Corse,non,oui,het,3,183.8,897.0,célibataire,1.0,0.48,2021-03-02,582.0,819.814,4520.506354956131
Wilson,Ashley,35,181.4,48.8,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,het,0,429.7,2723.0,marié,2.0,0.65,2023-05-03,718.0,851.058,13786.883105494668
Morales,Michelle,30,185.1,38.9,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,het,2,459.0,821.0,divorcé,5.0,0.35,2022-05-02,578.0,859.9979999999999,500.0
Yang,Christopher,35,189.1,70.3,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,het,0,154.6,2435.0,divorcé,5.0,0.95,2023-09-10,578.0,883.2,5912.492581135138
Kelly,Crystal,26,177.6,52.7,H,oui,doctorat,Hauts-de-France,non,non,hom,0,310.7,5690.0,veuf,3.0,0.85,2021-09-07,324.0,808.24,3616.424194140886
Melton,Barbara,58,191.1,57.8,H,oui,bac,Occitanie,non,oui,het,1,244.7,2998.0,veuf,1.0,0.98,2025-01-05,582.0,439.52,5034.741909907433
Miller,Carrie,71,177.3,76.7,F,non,bac+2,Corse,oui,oui,het,3,135.3,1845.0,marié,0.0,0.59,2022-08-21,745.0,536.424,500.0
Collins,Stephanie,63,162.7,90.9,F,non,bac,Corse,oui,non,het,3,118.9,2685.0,veuf,2.0,0.87,2022-09-23,570.0,1216.878,500.0
Mccarty,Jackie,36,160.4,88.5,H,non,doctorat,Corse,non,oui,het,1,379.4,1272.0,veuf,5.0,0.36,2022-10-16,613.0,813.6,1227.5865534500588
Mason,Katie,59,155.8,70.9,H,oui,doctorat,Hauts-de-France,non,oui,het,0,402.5,2624.0,veuf,3.0,0.11,2021-11-03,562.0,891.78,23221.399167472908
Thomas,Susan,71,169.4,60.9,F,oui,master,Provence-Alpes-Côte d’Azur,oui,non,het,4,157.7,2408.0,veuf,1.0,0.9,2021-11-28,505.0,880.2760000000001,2205.920199980802
Collins,Anna,25,162.1,46.9,F,oui,aucun,Occitanie,non,non,het,0,316.5,3476.0,divorcé,1.0,0.45,2023-08-10,824.0,754.906,500.0
Hall,Mary,31,157.3,59.8,F,non,bac,Normandie,oui,oui,het,2,384.5,2151.0,marié,2.0,0.72,2021-03-16,843.0,512.31,500.0
Rodriguez,Ashley,43,171.1,66.5,F,non,aucun,Île-de-France,oui,oui,het,1,91.3,1519.0,célibataire,5.0,0.32,2024-02-26,578.0,600.758,500.0
Mcdaniel,Brandi,22,168.1,49.9,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,het,0,305.3,3232.0,veuf,1.0,0.71,2020-11-14,391.0,828.396,500.0
Rice,Christopher,66,171.5,69.4,F,non,doctorat,Île-de-France,non,non,het,3,375.9,1811.0,marié,5.0,0.1,2021-01-11,578.0,674.266,1455.6071017893228
Perry,Alex,23,178.7,63.2,F,oui,bac,Bretagne,non,oui,het,4,181.2,3868.0,célibataire,5.0,0.44,2020-07-17,760.0,727.75,46409.0910791451
Davidson,Paul,60,163.9,53.1,H,non,aucun,Occitanie,oui,non,het,4,258.5,2294.0,célibataire,1.0,0.67,2024-10-01,443.0,911.96,500.0
Fuentes,Douglas,35,159.3,59.1,F,oui,aucun,Corse,non,oui,het,2,217.4,2740.0,divorcé,2.0,0.07,2024-11-15,570.0,857.7880000000001,9534.088145511838
Wagner,Sean,46,163.0,68.9,H,non,master,Corse,oui,non,het,2,342.3,4762.0,divorcé,3.0,0.2,2024-09-14,770.0,933.72,1367.3401133114949
Wilson,Joshua,73,166.2,104.20900000000002,F,oui,bac,Île-de-France,non,oui,het,1,402.4,2994.0,célibataire,4.0,0.84,2020-04-12,573.0,833.3299999999999,24395.738550765163
Day,Barry,20,169.6,86.6,F,oui,master,Normandie,non,non,het,0,387.0,4195.0,marié,4.0,0.9,2023-12-14,803.0,811.86,500.0
Shields,Jesus,56,168.6,78.3,F,oui,bac,Occitanie,oui,non,het,0,147.4,2280.0,célibataire,5.0,0.03,2024-01-07,617.0,835.9860000000001,500.0
Wood,Hunter,49,166.5,55.0,H,non,bac+2,Corse,non,oui,het,0,343.2,823.0,marié,0.0,0.21,2022-11-16,560.0,738.118,500.0
Valencia,Christine,24,166.5,57.7,F,non,aucun,Hauts-de-France,non,non,het,3,238.7,1633.0,marié,1.0,0.48,2021-03-02,582.0,779.1600000000001,500.0
Bray,Savannah,46,172.1,39.1,H,oui,doctorat,Normandie,oui,oui,het,2,386.2,2897.0,veuf,4.0,0.52,2022-08-18,608.0,853.6299999999999,28938.94641199485
Gutierrez,Denise,39,178.7,91.6,H,oui,bac+2,Hauts-de-France,non,oui,het,3,170.0,3255.0,divorcé,2.0,0.25,2021-05-12,432.0,892.4460000000001,33480.26152348707
Molina,Gwendolyn,43,157.8,48.7,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,het,2,227.8,892.0,célibataire,5.0,0.74,2023-01-26,577.0,819.814,500.0
Melendez,Zachary,33,168.9,65.2,H,non,aucun,Hauts-de-France,oui,oui,het,3,-11.6,500.0,divorcé,3.0,0.63,2021-11-15,530.0,675.4100000000001,500.0
Garcia,Christopher,68,193.80900000000003,50.2,H,oui,bac+2,Occitanie,oui,non,het,2,165.8,1896.0,divorcé,0.0,0.87,2021-11-15,560.0,655.22,500.0
Tanner,Elizabeth,33,162.5,70.7,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,het,3,189.4,3698.0,divorcé,0.0,0.51,2024-10-25,333.0,800.64,27889.801721979256
Torres,Annette,60,171.7,49.2,H,oui,master,Auvergne-Rhône-Alpes,oui,oui,het,0,296.1,3764.0,divorcé,4.0,0.6,2021-05-03,303.0,783.9959999999999,13743.251540246923
Allen,Kristina,49,174.7,51.9,H,non,master,Corse,oui,oui,het,0,86.2,1573.0,veuf,4.0,0.88,2021-05-31,573.0,883.3199999999999,500.0
Huang,Michael,38,173.3,58.1,F,non,master,Hauts-de-France,non,oui,het,3,274.5,2296.0,divorcé,2.0,0.83,2023-11-28,391.0,693.962,11728.33231666558
Spencer,Jessica,54,164.8,49.4,F,non,bac,Île-de-France,oui,oui,het,3,249.5,2402.0,marié,0.0,0.6,2024-05-20,314.0,1054.28,500.0
Lewis,Angela,24,156.0,60.0,F,oui,master,Corse,non,oui,het,1,111.4,3048.0,marié,2.0,0.66,2023-09-18,392.0,819.184,500.0
Joseph,Jeffrey,74,176.7,67.1,F,non,master,Hauts-de-France,oui,oui,het,1,334.0,3321.0,divorcé,0.0,0.96,2021-07-29,560.0,703.89,6531.549995136174
Bender,Stacey,22,172.0,46.1,H,oui,doctorat,Corse,oui,oui,het,2,273.2,3843.0,marié,5.0,0.01,2022-05-25,578.0,741.25,26761.175676507217
Price,Jorge,36,176.7,71.3,F,oui,master,Corse,non,oui,het,1,243.8,1003.0,marié,2.0,0.45,2025-01-21,749.0,672.8,13754.324501760526
Henry,Heather,61,161.0,61.2,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,hom,3,208.2,2178.0,divorcé,3.0,0.81,2020-10-05,478.0,762.322,28700.048337846136
Hunter,Claire,65,186.5,77.9,H,oui,aucun,Normandie,oui,non,het,0,310.1,3929.0,marié,3.0,0.07,2020-04-28,575.0,812.4240000000001,500.0
Alexander,Justin,22,187.6,67.9,H,non,bac,Bretagne,oui,oui,hom,0,243.2,801.0,marié,0.0,0.26,2024-05-18,560.0,841.41,500.0
Rogers,Heather,29,164.1,95.1,H,oui,bac,Auvergne-Rhône-Alpes,non,oui,het,0,311.6,3880.0,divorcé,1.0,0.15,2024-12-20,681.0,1110.99,35132.586032868225
Kim,Joshua,51,166.4,82.2,F,oui,master,Corse,oui,oui,het,0,298.1,2096.0,marié,0.0,0.57,2023-09-01,656.0,753.718,500.0
Gomez,Albert,56,170.6,58.1,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,hom,2,274.8,500.0,veuf,1.0,0.02,2025-01-05,582.0,870.742,500.0
Bauer,Ryan,26,169.8,66.8,F,non,master,Corse,non,non,het,1,301.4,957.0,divorcé,5.0,0.27,2020-03-05,578.0,833.314,500.0
Beck,Timothy,65,166.3,42.2,F,oui,master,Bretagne,oui,non,het,2,202.3,2486.0,marié,3.0,0.24,2020-11-25,575.0,1158.3,500.0
Fox,Brian,56,172.0,70.9,F,non,bac,Bretagne,non,oui,hom,0,293.9,1439.0,divorcé,5.0,0.85,2024-02-14,668.0,532.9399999999999,6124.436592885223
Hernandez,Lisa,24,185.1,63.8,H,non,bac+2,Corse,non,oui,het,3,54.5,1169.0,divorcé,4.0,0.24,2023-08-23,573.0,706.534,500.0
Contreras,Kristin,37,172.5,67.0,F,non,bac,Bretagne,oui,oui,het,4,330.4,500.0,veuf,0.0,0.63,2024-03-03,693.0,464.49399999999997,685.615805836328
Davis,Barbara,29,148.6,81.9,F,oui,doctorat,Corse,non,oui,het,2,298.4,3363.0,marié,3.0,0.09,2022-06-07,428.0,742.118,18241.82410718936
Mendez,Jonathan,32,172.6,83.1,H,non,bac+2,Hauts-de-France,oui,non,het,1,242.2,2237.0,divorcé,3.0,0.53,2023-09-18,575.0,685.0020000000001,500.0
Grimes,Robert,51,173.9,86.1,H,oui,bac+2,Normandie,oui,oui,het,1,375.2,1300.0,veuf,2.0,0.9,2023-11-30,570.0,729.892,743.5549959593359
Lee,Michelle,31,176.2,58.8,F,oui,bac,Occitanie,non,oui,hom,3,296.2,4101.0,veuf,0.0,0.12,2020-02-23,737.0,741.866,28225.122151950512
Skinner,Jonathan,69,167.9,90.8,F,oui,aucun,Hauts-de-France,oui,non,het,1,365.8,960.0,célibataire,1.0,0.8,2022-01-09,582.0,791.404,500.0
Griffith,Ronald,29,171.0,63.3,H,non,aucun,Corse,oui,non,het,1,109.4,1822.0,célibataire,1.0,0.33,2021-11-14,746.0,802.396,500.0
Aguirre,Ryan,58,172.1,64.2,F,non,bac+2,Bretagne,non,oui,hom,3,236.9,2564.0,marié,1.0,0.11,2025-01-13,442.0,811.386,19920.19056127024
French,Erica,72,181.2,67.9,H,non,bac,Auvergne-Rhône-Alpes,non,oui,het,0,233.0,2827.0,célibataire,5.0,0.37,2023-08-21,578.0,742.7280000000001,9593.791618959578
Nichols,Douglas,51,183.9,99.4,F,non,bac+2,Hauts-de-France,oui,oui,het,3,152.3,2125.0,divorcé,0.0,0.39,2021-07-17,648.0,644.6460000000001,7909.537751233449
Gonzalez,Russell,53,172.9,72.5,H,non,doctorat,Normandie,oui,oui,het,1,342.4,824.0,divorcé,1.0,0.19,2025-06-04,656.0,697.9159999999999,1343.5397259550882
Gonzales,Michael,38,183.3,78.8,F,oui,master,Bretagne,non,oui,het,1,101.2,1970.0,divorcé,3.0,0.24,2020-05-17,575.0,915.57,12943.575652546377
Bowen,Jennifer,42,178.9,88.5,H,oui,doctorat,Île-de-France,non,non,het,3,322.5,1224.0,célibataire,2.0,0.74,2021-09-16,570.0,849.418,19823.85117179108
Logan,Amanda,18,157.0,43.4,H,non,master,Auvergne-Rhône-Alpes,non,non,het,2,278.7,3163.0,veuf,3.0,0.3,2021-07-12,575.0,670.704,500.0
Smith,David,57,187.3,67.7,H,non,doctorat,Île-de-France,oui,oui,het,5,308.5,3124.0,divorcé,0.0,0.73,2020-12-22,560.0,639.3240000000001,33235.714902235435
Gordon,Matthew,42,164.3,50.7,H,non,bac+2,Île-de-France,oui,oui,het,2,251.9,3377.0,marié,0.0,0.34,2021-05-12,560.0,771.0339999999999,12770.70187987893
Krueger,Patrick,41,166.9,71.5,H,non,aucun,Provence-Alpes-Côte d’Azur,non,non,hom,2,158.8,2850.0,célibataire,4.0,0.32,2021-09-25,573.0,711.8759999999999,500.0
Andrews,Tamara,42,175.2,72.4,F,oui,master,Occitanie,oui,non,het,-1,182.4,3381.0,célibataire,4.0,0.04,2021-04-23,619.0,732.9440000000001,500.0
Walker,Cindy,72,179.5,53.8,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,het,5,342.2,2230.0,célibataire,1.0,0.75,2024-07-14,582.0,755.9820000000001,20118.279214775204
Barnes,Christopher,72,179.1,90.6,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,het,1,340.1,1989.0,divorcé,0.0,0.48,2020-06-10,560.0,716.3879999999999,500.0
Mosley,Thomas,53,166.7,59.1,F,non,bac,Auvergne-Rhône-Alpes,oui,oui,het,0,347.5,637.0,célibataire,5.0,0.36,2022-08-18,578.0,761.7560000000001,500.0
Guerrero,Darius,18,160.7,78.1,F,oui,aucun,Normandie,non,oui,hom,1,367.3,2020.0,marié,4.0,0.05,2024-03-27,729.0,869.232,5504.296436222298
Peterson,Russell,72,171.9,43.0,H,oui,bac,Auvergne-Rhône-Alpes,oui,non,het,1,262.0,2108.0,marié,1.0,0.3,2024-12-01,643.0,919.6460000000001,500.0
Porter,Charles,51,171.1,65.8,H,non,bac+2,Auvergne-Rhône-Alpes,non,oui,het,3,116.9,3046.0,veuf,2.0,0.27,2021-03-30,723.0,551.04,20002.965575235496
Schmidt,Mary,20,186.1,53.6,F,oui,aucun,Occitanie,non,oui,het,3,301.1,3074.0,divorcé,2.0,0.33,2021-12-10,438.0,712.4620000000001,7321.845987959571
Dodson,Daniel,50,184.6,49.9,F,oui,bac+2,Hauts-de-France,non,non,het,1,273.2,2426.0,marié,0.0,0.11,2020-12-07,552.0,827.068,500.0
Gonzalez,Marcus,39,175.6,63.2,H,oui,master,Normandie,oui,oui,het,1,-10.6,3354.0,divorcé,5.0,0.93,2021-08-06,713.0,616.0440000000001,19499.356778189875
Lopez,David,42,188.2,61.8,F,non,doctorat,Occitanie,oui,oui,hom,2,236.9,2081.0,veuf,2.0,0.44,2023-04-16,570.0,731.52,11409.384875136971
Gardner,Lori,24,175.9,90.1,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,het,2,73.1,2026.0,célibataire,4.0,0.69,2025-04-08,512.0,924.7199999999999,11527.849288904372
Campbell,John,71,169.0,65.7,H,non,master,Hauts-de-France,non,oui,het,2,442.8,1812.0,veuf,4.0,0.95,2022-12-10,573.0,1018.86,4528.047164231355
Reid,Christopher,36,150.4,61.4,H,non,aucun,Occitanie,non,oui,het,2,274.2,2114.0,célibataire,5.0,0.23,2022-04-16,578.0,901.4420000000002,1249.790933969471
Edwards,Aaron,70,176.8,61.9,H,oui,bac,Île-de-France,oui,oui,het,1,409.3,1145.0,veuf,2.0,0.03,2021-06-03,608.0,742.6659999999999,4860.788599208167
Soto,Jonathan,74,169.9,71.3,H,non,master,Bretagne,non,oui,het,1,309.0,2198.0,divorcé,2.0,0.57,2020-04-18,570.0,1007.86,13220.440661457293
Phillips,Heather,70,180.2,51.4,H,oui,bac,Hauts-de-France,non,oui,het,2,223.0,1558.0,marié,2.0,0.31,2022-01-09,570.0,627.364,10671.781329490756
Byrd,Edward,73,166.5,62.0,F,oui,master,Occitanie,oui,oui,het,0,436.6,658.0,marié,3.0,0.86,2025-03-15,746.0,981.064,500.0
Cox,Willie,33,169.0,60.9,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,2,384.4,4535.0,veuf,1.0,0.49,2020-10-07,590.0,633.008,14206.77024563424
Kelly,Shawn,67,175.1,40.8,H,oui,bac+2,Corse,oui,oui,het,0,335.1,2049.0,divorcé,3.0,0.86,2024-02-03,803.0,830.1220000000001,500.0
Griffith,Mark,31,156.2,63.7,H,oui,bac,Auvergne-Rhône-Alpes,non,oui,hom,3,398.4,2100.0,marié,3.0,0.61,2021-02-24,714.0,761.092,20661.25151659332
Lewis,Carl,42,174.1,78.9,H,oui,aucun,Hauts-de-France,oui,non,het,4,199.0,500.0,veuf,2.0,0.85,2020-01-22,570.0,675.4100000000001,500.0
Perry,Ana,68,172.6,78.3,F,oui,doctorat,Île-de-France,oui,oui,het,3,281.4,4393.0,veuf,0.0,0.29,2022-04-18,652.0,879.278,29263.17023286252
Mitchell,Allison,52,181.6,46.0,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,hom,0,286.3,1402.0,célibataire,1.0,0.05,2023-07-17,582.0,988.08,9366.040002502436
Contreras,Stacey,57,167.9,75.7,H,non,doctorat,Bretagne,non,oui,het,0,144.7,513.0,marié,4.0,0.69,2020-12-21,573.0,877.58,500.0
Jacobs,Megan,64,165.9,45.3,F,non,master,Île-de-France,non,non,het,2,80.3,2311.0,veuf,4.0,0.37,2020-03-06,573.0,836.356,1432.20236107023
Stone,Brittany,23,169.2,77.4,H,non,bac+2,Hauts-de-France,non,oui,het,2,170.0,1257.0,veuf,1.0,0.66,2024-04-02,582.0,610.1220000000001,500.0
James,Andrew,56,173.8,35.391,H,non,doctorat,Normandie,non,non,het,1,182.7,2041.0,veuf,1.0,0.59,2022-08-18,582.0,633.1540000000001,500.0
Lee,Ryan,48,177.0,50.5,F,oui,bac,Normandie,non,oui,het,0,328.5,5090.0,célibataire,5.0,0.97,2024-02-26,810.0,535.5840000000001,27182.68395978345
Hicks,Michael,40,177.7,88.8,H,non,aucun,Occitanie,oui,oui,hom,0,266.0,2343.0,veuf,4.0,0.75,2025-02-26,557.0,884.36,500.0
Jones,Mary,53,155.2,83.8,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,het,0,266.2,2965.0,marié,3.0,0.23,2022-09-30,575.0,1025.09,2166.631247397902
Jones,Martin,52,181.0,62.6,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,het,2,452.7,2380.0,veuf,0.0,0.06,2021-03-13,308.0,503.45,17462.143015487123
Hill,Terrence,62,170.1,67.1,F,oui,bac+2,Hauts-de-France,oui,non,het,1,260.4,3684.0,marié,4.0,0.45,2023-05-05,573.0,1136.8,500.0
Jackson,Tracy,37,191.8,66.4,H,oui,aucun,Normandie,oui,oui,het,3,432.4,1192.0,célibataire,1.0,0.09,2025-05-05,582.0,933.5,5763.180434924196
Farrell,Martin,59,165.8,63.7,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,het,0,370.2,4285.0,divorcé,3.0,0.93,2023-07-11,531.0,690.924,500.0
Campbell,Courtney,26,152.0,92.3,H,oui,master,Île-de-France,oui,oui,het,3,248.3,2513.0,veuf,5.0,0.3,2025-03-17,364.0,760.1780000000001,31407.572988740263
Stephens,Robert,28,183.7,79.1,H,oui,doctorat,Île-de-France,non,oui,het,0,218.6,2101.0,divorcé,4.0,0.27,2024-02-10,573.0,1033.78,33875.06410078224
Romero,Melanie,55,172.6,65.7,F,oui,master,Bretagne,oui,oui,het,0,74.4,617.0,veuf,3.0,0.46,2021-04-14,575.0,868.302,500.0
Spencer,Shannon,29,180.7,54.7,H,non,bac+2,Bretagne,oui,oui,het,2,341.7,2032.0,divorcé,4.0,0.1,2022-05-09,701.0,615.1719999999999,7737.499955731215
Mcneil,Shannon,58,158.4,76.5,F,oui,master,Occitanie,oui,non,het,1,267.6,1852.0,divorcé,2.0,0.2,2020-09-27,570.0,644.8019999999999,500.0
Morris,Nicole,44,170.1,48.2,H,oui,doctorat,Bretagne,non,oui,het,4,215.7,1424.0,marié,5.0,0.27,2023-04-08,578.0,759.5139999999999,37136.094473360194
Skinner,Carol,45,167.3,65.4,H,oui,bac+2,Normandie,non,oui,het,1,275.8,1445.0,veuf,1.0,0.93,2023-12-01,582.0,398.814,14308.004125403451
Pennington,Roy,30,173.3,53.8,F,non,aucun,Hauts-de-France,oui,oui,het,2,244.1,2420.0,marié,2.0,0.48,2024-12-01,570.0,931.494,500.0
Freeman,Matthew,48,177.7,87.9,F,non,doctorat,Hauts-de-France,non,oui,het,3,276.8,571.0,célibataire,4.0,0.86,2020-05-28,441.0,766.95,11408.023243903188
Howell,Randy,57,193.80900000000003,64.2,F,oui,doctorat,Corse,oui,oui,het,3,345.8,2912.0,célibataire,3.0,0.32,2022-06-24,575.0,936.092,20780.48620323101
Thomas,Erik,64,159.9,78.4,F,oui,aucun,Occitanie,oui,non,het,0,220.5,1594.0,divorcé,0.0,0.94,2023-01-07,735.0,823.164,500.0
Ross,Robert,54,164.4,78.3,F,oui,doctorat,Hauts-de-France,non,oui,het,3,60.0,1800.0,célibataire,2.0,0.24,2020-10-03,376.0,752.9019999999999,11799.602959003352
Kelly,Andrea,64,181.0,72.1,F,oui,bac+2,Occitanie,non,non,het,6,299.3,1581.0,célibataire,5.0,0.65,2024-10-10,638.0,398.98,14106.917610689245
Harper,Michael,65,179.5,85.6,H,oui,master,Île-de-France,oui,oui,het,4,126.8,1638.0,veuf,0.0,0.6,2024-04-11,793.0,923.6120000000001,34975.14845376448
Wood,Eric,36,179.2,64.8,F,non,doctorat,Île-de-France,non,non,het,5,255.8,2426.0,divorcé,5.0,0.76,2021-06-14,578.0,689.472,17447.598094092704
Hinton,Michael,60,164.9,86.7,H,oui,aucun,Normandie,oui,oui,het,2,196.1,2333.0,divorcé,2.0,0.17,2020-12-16,570.0,792.6780000000001,500.0
Brown,Tara,22,190.3,62.5,F,non,bac,Hauts-de-France,non,non,het,0,203.5,2976.0,veuf,5.0,0.56,2024-07-21,578.0,917.24,500.0
Cooley,Amber,28,179.9,53.3,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,het,0,290.6,1301.0,divorcé,4.0,0.84,2021-05-01,573.0,729.7180000000001,500.0
Butler,Mark,35,182.9,58.8,F,oui,master,Normandie,non,oui,het,2,180.1,2010.0,marié,4.0,0.79,2024-06-28,718.0,726.206,14815.163867904505
Elliott,Roger,73,160.8,56.4,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,het,3,162.7,2489.0,marié,5.0,0.87,2025-05-26,578.0,713.314,500.0
Harris,Leah,59,156.2,40.5,F,oui,doctorat,Occitanie,non,non,het,1,139.8,4515.0,marié,5.0,0.12,2024-04-15,702.0,694.5800000000002,3937.595089941852
Diaz,Heather,38,173.7,53.7,H,oui,doctorat,Hauts-de-France,oui,non,het,2,187.9,2381.0,divorcé,2.0,0.83,2020-05-26,570.0,829.558,500.0
Jones,Ronald,63,160.0,70.9,H,non,bac,Corse,non,oui,het,1,381.0,2223.0,veuf,2.0,0.05,2024-05-08,408.0,903.7,698.0021046306139
Alvarez,Charles,69,181.9,75.4,H,oui,bac+2,Bretagne,non,oui,het,1,93.7,1527.0,célibataire,3.0,0.68,2022-05-10,668.0,900.04,13521.379486778746
Parker,Brittany,67,150.0,75.1,F,oui,bac,Île-de-France,oui,non,het,6,330.7,2210.0,divorcé,4.0,0.8,2020-11-05,573.0,984.9,935.5619197828092
Patterson,Courtney,30,192.6,75.8,H,non,bac+2,Corse,oui,oui,het,2,216.4,1161.0,divorcé,0.0,0.87,2023-07-17,560.0,511.82,500.0
Kirk,Nathan,55,165.1,72.8,H,oui,master,Bretagne,non,non,het,0,186.1,2426.0,divorcé,2.0,0.72,2022-02-09,570.0,912.2520000000001,500.0
Ford,Diana,63,159.1,62.8,H,oui,bac+2,Occitanie,non,non,het,1,410.9,1311.0,célibataire,0.0,0.7,2023-02-03,560.0,641.42,500.0
