nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Norris,Sierra,26,167.9,68.5,H,non,bac+2,Hauts-de-France,oui,oui,2262.0,marié,2.0,0.48,2024-07-19,577.0,480.28200000000004,500.0
Gonzales,Krystal,46,188.4,71.2,F,non,bac,Auvergne-Rhône-Alpes,oui,non,2298.0,marié,0.0,0.7,2024-08-26,622.0,621.0379999999999,500.0
Medina,Abigail,70,170.6,53.7,F,non,doctorat,Île-de-France,non,non,3247.0,célibataire,2.0,0.79,2020-12-05,502.0,862.6780000000001,5257.865301498262
Hill,Katherine,68,172.7,75.0,H,non,bac+2,Normandie,non,non,1217.0,marié,0.0,0.5,2021-07-31,580.0,437.78,500.0
Adams,Jennifer,19,182.6,60.0,F,oui,bac+2,Corse,oui,non,1382.0,marié,1.0,0.97,2024-07-05,460.0,1228.62,500.0
Hernandez,Dawn,33,163.6,87.7,F,non,aucun,Île-de-France,oui,non,1517.0,marié,1.0,0.06,2020-12-20,553.0,935.298,500.0
Roman,Kenneth,62,155.3,67.3,F,non,bac+2,Hauts-de-France,non,non,1915.0,veuf,0.0,0.7,2021-05-25,580.0,758.8,500.0
Mccoy,Chad,62,167.7,69.7,F,non,aucun,Normandie,oui,oui,1393.0,marié,2.0,0.99,2023-01-05,577.0,912.9540000000001,500.0
Ramsey,Jennifer,46,160.3,69.1,H,oui,master,Corse,non,oui,5582.0,célibataire,0.0,0.83,2020-09-22,580.0,802.5,32624.62424784305
Williams,Kathleen,66,180.2,87.2,H,non,master,Corse,non,non,4100.0,marié,0.0,0.21,2020-10-22,743.0,782.6560000000001,500.0
Costa,Michael,29,161.9,57.4,H,non,bac+2,Normandie,oui,non,2152.0,marié,4.0,0.88,2022-08-16,576.0,968.0780000000001,500.0
Spencer,Alexandra,37,153.9,57.1,F,non,bac+2,Hauts-de-France,oui,non,2652.0,marié,1.0,0.21,2024-08-17,553.0,729.004,500.0
Murphy,William,49,186.6,65.8,H,oui,aucun,Auvergne-Rhône-Alpes,non,non,1522.0,célibataire,1.0,0.09,2023-08-04,450.0,824.2639999999999,500.0
Barnett,Lydia,22,164.1,45.9,H,non,bac+2,Bretagne,non,oui,1290.0,marié,2.0,0.38,2025-04-08,577.0,265.2039,16857.98479163118
Baker,Ryan,33,158.6,103.2,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,3351.0,marié,0.0,0.18,2023-07-05,580.0,607.458,22455.43441767607
Jones,Elizabeth,72,165.0,56.5,H,oui,bac,Corse,oui,non,3613.0,célibataire,4.0,0.21,2022-01-21,749.0,781.062,500.0
Murray,Monica,43,185.8,100.2,F,non,bac,Occitanie,non,non,3269.0,marié,4.0,1.0,2022-05-25,470.0,578.6659999999999,500.0
Davis,Scott,58,162.8,79.3,F,oui,master,Hauts-de-France,oui,oui,3416.0,veuf,4.0,0.89,2024-08-04,576.0,844.8520000000001,18587.129442140165
Fritz,Andrea,22,188.2,103.2,F,non,bac+2,Occitanie,non,oui,3905.0,marié,1.0,0.05,2022-05-28,440.0,774.7239999999999,18399.61442914501
Gonzalez,Michael,54,172.7,73.8,F,non,master,Corse,non,non,3156.0,veuf,3.0,0.71,2020-06-20,581.0,922.3880000000001,500.0
Ho,Jessica,72,169.0,77.0,F,non,bac,Corse,non,oui,1508.0,divorcé,2.0,0.46,2023-04-20,577.0,917.68,500.0
Davis,Amanda,32,167.6,61.5,H,oui,bac+2,Occitanie,non,oui,4698.0,célibataire,5.0,0.67,2021-11-13,557.0,770.932,30376.436480777666
Woods,Christopher,30,162.9,66.1,H,non,master,Bretagne,non,non,1633.0,célibataire,3.0,0.58,2023-11-13,581.0,561.252,2580.1153810490573
Martinez,Melinda,28,176.0,83.2,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,6285.0,divorcé,2.0,0.4,2025-03-24,577.0,983.2940000000001,19764.347867278266
Thomas,Gail,66,168.4,44.0,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,1255.0,divorcé,3.0,0.03,2022-09-02,327.0,1035.16,500.0
Conrad,Billy,25,161.3,50.5,F,oui,bac+2,Normandie,oui,non,1439.0,veuf,0.0,0.44,2023-06-26,509.0,892.3100000000001,500.0
Carter,Jon,39,171.8,71.4,H,oui,master,Corse,oui,oui,2884.0,veuf,0.0,0.55,2022-07-26,408.0,851.738,22144.99931479974
Mcguire,Patrick,52,160.9,66.4,F,oui,aucun,Occitanie,non,oui,1996.0,célibataire,5.0,0.44,2024-10-19,557.0,616.422,11326.25449697811
Clark,Jaime,57,173.7,75.8,F,non,doctorat,Corse,oui,non,500.0,célibataire,2.0,0.78,2021-05-21,577.0,1056.134,500.0
Aguirre,Fred,25,168.5,88.3,F,oui,bac+2,Île-de-France,non,non,1191.0,marié,4.0,0.74,2024-03-24,566.0,704.13,3326.8459813784034
Henderson,Angelica,22,173.3,72.5,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,706.0,célibataire,2.0,0.51,2024-10-29,652.0,703.03,21170.17087603601
Casey,Thomas,22,179.6,55.6,F,oui,aucun,Auvergne-Rhône-Alpes,oui,non,4170.0,marié,1.0,0.95,2020-10-29,553.0,802.592,500.0
Hughes,Kyle,26,176.2,65.5,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,3486.0,veuf,3.0,0.92,2022-12-27,581.0,648.73,3269.816402584081
Smith,Sean,42,152.8,87.7,H,non,bac,Auvergne-Rhône-Alpes,oui,non,3511.0,veuf,0.0,0.55,2022-06-01,705.0,1055.98,500.0
Thomas,Cody,30,149.7,60.8,F,non,bac+2,Normandie,non,non,2227.0,divorcé,5.0,0.18,2023-09-19,557.0,812.692,500.0
Morgan,David,20,178.7,37.7,F,oui,doctorat,Hauts-de-France,non,oui,1942.0,divorcé,4.0,0.84,2024-09-05,321.0,732.624,15686.78132850265
Beard,Timothy,60,168.9,59.8,H,non,master,Bretagne,oui,oui,2475.0,divorcé,3.0,0.98,2024-12-10,581.0,865.6780000000001,25720.956678722483
Young,Eric,20,167.7,67.8,F,oui,bac,Hauts-de-France,non,non,1034.0,célibataire,2.0,0.83,2025-04-01,577.0,740.2379999999999,500.0
Williamson,Tracy,49,184.7,55.6,H,non,bac+2,Normandie,oui,non,2657.0,marié,5.0,0.46,2022-01-31,557.0,646.33,500.0
Dalton,Michael,66,156.1,85.5,F,oui,doctorat,Hauts-de-France,oui,non,3901.0,marié,5.0,0.72,2022-11-08,684.0,774.7239999999999,3727.548198082763
Martin,Mary,38,192.8,86.4,H,oui,aucun,Bretagne,non,oui,2686.0,veuf,5.0,0.6,2024-03-22,817.0,965.4459999999999,22474.032687219635
Ortiz,Ryan,57,165.6,79.2,H,oui,aucun,Hauts-de-France,oui,oui,3673.0,veuf,4.0,0.1,2022-10-23,425.0,764.5899999999999,1039.6814070236503
Davis,William,46,168.0,76.7,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3967.0,marié,5.0,0.93,2021-08-17,525.0,767.962,9547.31726536674
Coleman,Kathy,73,167.0,77.1,H,non,bac,Île-de-France,oui,non,1195.0,veuf,3.0,0.03,2025-01-04,581.0,898.0419999999998,500.0
Santiago,Michelle,37,161.2,84.1,F,non,bac+2,Normandie,oui,oui,2011.0,divorcé,1.0,0.53,2020-09-20,805.0,631.0799999999999,1113.829489318093
Gonzales,Brian,58,193.19399999999996,45.5,F,non,doctorat,Île-de-France,oui,oui,3034.0,célibataire,3.0,0.19,2024-01-19,581.0,831.9,19524.748467578767
Bird,Jennifer,23,177.4,91.5,H,non,master,Auvergne-Rhône-Alpes,non,non,3667.0,veuf,2.0,0.4,2021-04-20,580.0,761.8560000000001,9768.568084750788
Harris,Gabrielle,46,166.2,88.9,F,non,master,Bretagne,oui,oui,2991.0,marié,2.0,0.68,2022-03-17,577.0,826.1020000000001,3956.1305457758576
Moreno,Jon,74,180.5,69.4,H,oui,master,Île-de-France,oui,non,1246.0,marié,0.0,0.74,2022-01-15,580.0,869.5260000000001,500.0
Lewis,Carolyn,70,173.1,88.4,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,3298.0,marié,3.0,0.53,2025-02-04,784.0,265.2039,15117.602265736034
Hodge,Andrew,57,173.8,65.7,H,non,bac+2,Occitanie,non,oui,2225.0,célibataire,2.0,0.15,2025-03-27,650.0,832.6899999999999,14448.913633781498
Harrison,Natalie,40,183.9,55.0,F,non,doctorat,Île-de-France,non,oui,2352.0,célibataire,1.0,0.7,2024-08-16,553.0,1133.498,25896.143475960027
Stewart,Linda,18,180.3,86.7,H,non,master,Auvergne-Rhône-Alpes,non,oui,1659.0,divorcé,4.0,0.44,2021-04-07,684.0,850.1899999999999,20424.118436131917
Wilson,Erin,30,182.8,98.7,H,oui,bac+2,Corse,oui,oui,2488.0,marié,1.0,0.74,2023-07-09,484.0,532.08,6745.451611897515
Sanchez,Tamara,26,167.0,103.2,H,oui,master,Normandie,non,non,3375.0,veuf,1.0,0.62,2024-01-29,571.0,817.388,9432.456600866117
Miller,Jennifer,64,167.3,66.8,F,oui,bac,Hauts-de-France,non,non,2072.0,veuf,5.0,0.42,2021-01-02,461.0,739.762,500.0
Romero,Tammy,64,171.5,52.1,H,oui,doctorat,Normandie,non,oui,4057.0,divorcé,4.0,0.03,2020-07-22,326.0,671.08,32056.67702970769
Harris,Cynthia,60,151.4,80.2,H,non,aucun,Normandie,oui,oui,1380.0,célibataire,3.0,0.04,2025-01-02,581.0,628.76,500.0
Harris,Denise,46,164.9,59.9,F,oui,bac+2,Corse,oui,oui,2151.0,divorcé,5.0,0.75,2020-08-11,628.0,857.402,500.0
White,Jeffrey,20,158.4,79.0,F,oui,bac+2,Normandie,oui,oui,1349.0,marié,3.0,0.0,2023-07-26,646.0,860.576,2970.217234330531
Hansen,Christopher,58,159.7,53.9,F,oui,doctorat,Normandie,oui,oui,3168.0,célibataire,1.0,0.91,2023-07-07,553.0,812.64,21583.85196791177
Anthony,Travis,64,165.4,74.8,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,3212.0,veuf,2.0,0.24,2022-12-24,577.0,1208.838,22800.89475109125
Cain,Erica,26,164.6,67.3,H,oui,doctorat,Occitanie,non,non,3343.0,célibataire,2.0,0.93,2024-01-15,348.0,962.72,6134.9710680646285
Burns,Patrick,60,179.3,61.4,H,oui,bac+2,Île-de-France,oui,non,3117.0,veuf,0.0,0.95,2021-04-12,580.0,775.152,500.0
Walker,Sharon,58,182.3,78.0,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,1289.0,veuf,5.0,0.98,2022-10-24,557.0,802.31,500.0
Williamson,Emily,25,161.0,61.9,H,non,bac+2,Bretagne,oui,oui,2980.0,veuf,1.0,0.59,2020-12-13,553.0,1105.318,19494.724237604543
Williams,Kevin,62,162.5,70.7,F,oui,doctorat,Île-de-France,oui,non,1907.0,marié,5.0,0.14,2021-02-08,557.0,414.25,500.0
Smith,Joanna,20,173.4,66.2,H,non,aucun,Normandie,oui,oui,2709.0,célibataire,2.0,0.59,2020-08-27,522.0,733.522,500.0
Smith,Andrew,24,176.8,90.1,F,oui,aucun,Corse,non,oui,1697.0,célibataire,2.0,0.24,2023-11-26,340.0,567.06,500.0
Johnson,Jeffrey,32,160.5,71.7,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,1938.0,célibataire,5.0,0.43,2025-04-26,557.0,941.8900000000001,500.0
Hernandez,Brittany,69,166.3,95.9,F,oui,aucun,Corse,non,oui,3205.0,divorcé,3.0,0.22,2022-12-11,374.0,950.268,500.0
Mccall,Jennifer,48,168.2,85.9,F,oui,master,Île-de-France,oui,oui,500.0,divorcé,2.0,0.69,2020-12-09,577.0,482.6199999999999,18955.86650945091
Mcneil,Christina,20,166.6,66.0,F,non,bac,Occitanie,oui,oui,2013.0,célibataire,1.0,0.94,2020-01-09,553.0,473.8959999999999,500.0
Gilmore,Kevin,30,167.0,57.7,H,oui,master,Hauts-de-France,oui,non,546.0,divorcé,3.0,0.43,2022-12-25,581.0,804.278,500.0
Washington,Brandon,30,171.2,78.7,F,oui,doctorat,Île-de-France,non,oui,1360.0,célibataire,2.0,0.39,2022-08-06,577.0,934.824,34232.663162465586
Terry,Claudia,21,166.3,82.2,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,2174.0,veuf,1.0,0.35,2020-11-30,553.0,950.7280000000001,8190.753263564347
Williams,Timothy,54,176.7,58.2,H,non,master,Auvergne-Rhône-Alpes,oui,non,5329.0,célibataire,0.0,0.58,2021-12-04,580.0,734.358,500.0
Kirk,Denise,71,169.5,49.8,H,non,aucun,Provence-Alpes-Côte d’Azur,non,non,1476.0,divorcé,5.0,0.59,2022-02-23,557.0,854.3100000000001,500.0
Kaiser,Steven,30,171.4,49.4,F,oui,bac+2,Occitanie,oui,oui,2950.0,divorcé,5.0,0.98,2024-08-30,381.0,635.04,8579.126158269033
Pham,Anthony,36,171.3,72.6,F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,1623.0,divorcé,0.0,0.44,2021-10-18,358.0,820.8900000000001,500.0
Smith,Patrick,70,167.0,69.3,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,2834.0,divorcé,2.0,0.6,2024-08-26,577.0,734.644,7275.274272172118
Barajas,Alexander,52,172.1,69.9,H,oui,doctorat,Normandie,oui,non,1985.0,divorcé,2.0,0.31,2024-08-20,577.0,939.4,500.0
Price,Jeffrey,67,163.9,72.1,H,non,master,Hauts-de-France,oui,non,3389.0,divorcé,0.0,0.06,2025-01-17,806.0,891.9200000000001,500.0
Terrell,Kayla,72,162.9,71.9,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,3724.0,veuf,3.0,0.69,2020-12-13,581.0,658.432,21122.961389310374
Roberts,Aaron,27,167.4,89.1,F,oui,bac,Auvergne-Rhône-Alpes,non,oui,500.0,veuf,2.0,0.55,2024-06-22,577.0,821.9,2652.4243939331814
Miller,Cristina,27,173.8,98.7,H,non,master,Normandie,non,oui,4364.0,veuf,0.0,0.48,2020-12-26,580.0,927.848,30990.60213328678
Mccann,Karen,20,176.4,102.1,F,non,master,Bretagne,non,oui,2944.0,marié,4.0,0.55,2020-10-18,576.0,627.48,16790.505552595772
Ward,Thomas,36,176.0,72.7,F,non,aucun,Hauts-de-France,non,non,2026.0,célibataire,3.0,0.04,2022-02-21,736.0,511.742,500.0
Johnson,Molly,40,172.6,62.8,F,non,doctorat,Île-de-France,oui,oui,3895.0,divorcé,4.0,0.28,2021-04-18,305.0,782.57,26830.76427175912
Velasquez,Sara,27,168.0,69.6,F,oui,bac,Occitanie,oui,non,2846.0,veuf,2.0,0.24,2020-11-19,577.0,745.922,500.0
West,Donald,41,179.7,74.0,F,non,aucun,Occitanie,non,oui,1787.0,marié,4.0,0.94,2024-05-30,335.0,1028.93,500.0
Black,Steven,75,146.9,81.4,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,2324.0,marié,2.0,0.66,2022-05-11,387.0,688.5319999999999,500.0
Hall,Renee,38,161.7,103.2,H,non,bac,Corse,oui,oui,2303.0,divorcé,2.0,0.69,2021-06-07,378.0,1283.23,500.0
Cohen,Bonnie,40,182.4,60.9,F,non,aucun,Bretagne,non,oui,3360.0,veuf,5.0,0.3,2024-09-01,732.0,563.0400000000001,19703.480412800287
Howard,Tina,52,173.4,40.3,H,oui,master,Corse,non,oui,2251.0,célibataire,4.0,0.92,2022-08-09,576.0,659.45,12152.228172828332
Rivera,Nicole,25,164.7,64.2,H,non,bac+2,Normandie,oui,oui,2394.0,veuf,4.0,0.36,2021-05-27,726.0,1014.7880000000001,12317.093619693276
Shannon,Rebecca,45,167.2,50.1,F,non,bac+2,Île-de-France,oui,oui,2753.0,veuf,0.0,0.96,2022-07-10,484.0,543.38,500.0
Henry,Stacy,64,165.4,69.6,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,2441.0,divorcé,0.0,0.87,2023-07-14,580.0,824.8100000000001,500.0
Campos,Todd,30,174.4,53.0,F,non,master,Île-de-France,oui,oui,2484.0,divorcé,2.0,0.96,2023-10-31,839.0,809.838,13403.464193304111
Marquez,Matthew,26,168.2,90.0,H,non,doctorat,Île-de-France,oui,oui,3411.0,veuf,1.0,0.65,2023-08-23,422.0,893.082,28468.332550649942
Callahan,Jesse,54,156.4,45.6,H,oui,bac,Normandie,oui,oui,4744.0,veuf,5.0,0.9,2025-03-27,761.0,1067.7759999999998,15944.351571310635
Avery,Jose,57,172.5,50.8,F,non,master,Hauts-de-France,oui,non,500.0,veuf,1.0,0.6,2022-01-18,440.0,837.7660000000002,500.0
Abbott,Adam,74,165.2,57.1,F,oui,doctorat,Hauts-de-France,oui,oui,2270.0,veuf,4.0,0.92,2021-12-07,576.0,1220.4,9981.382567383063
Quinn,Thomas,48,177.3,83.8,F,oui,bac,Occitanie,non,oui,3577.0,veuf,1.0,0.38,2024-01-13,553.0,828.86,8908.267124870377
Carr,George,38,174.8,53.2,H,non,bac,Provence-Alpes-Côte d’Azur,non,non,3146.0,célibataire,0.0,0.56,2024-12-24,580.0,922.6779999999999,500.0
Thompson,Nicole,60,161.9,69.0,F,non,master,Île-de-France,non,oui,1765.0,divorcé,5.0,0.1,2024-12-27,557.0,862.46,12869.386140401331
Mayo,Leah,66,170.9,56.2,H,non,bac+2,Hauts-de-France,non,oui,1414.0,marié,5.0,0.42,2022-09-03,651.0,265.2039,7879.098508780672
Martinez,Stephanie,52,174.8,67.5,F,non,aucun,Auvergne-Rhône-Alpes,oui,non,2773.0,célibataire,1.0,0.49,2021-11-21,553.0,1045.85,500.0
Schneider,Jennifer,54,157.6,80.2,H,oui,doctorat,Île-de-France,oui,non,3732.0,divorcé,0.0,0.03,2020-02-07,755.0,817.408,10625.676850883963
Lloyd,Virginia,50,154.3,74.7,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,4034.0,marié,5.0,0.33,2024-01-30,557.0,496.66,13979.88369121042
Murphy,Tony,66,174.2,60.1,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,4370.0,marié,5.0,0.32,2020-09-29,557.0,889.0780000000001,43423.72961798803
Taylor,Samuel,23,177.0,90.9,F,oui,bac+2,Corse,non,oui,1039.0,célibataire,4.0,0.68,2023-09-29,576.0,782.81,5377.4359066227125
Hays,Michelle,74,159.8,35.806,H,non,master,Auvergne-Rhône-Alpes,oui,non,3829.0,célibataire,1.0,0.04,2021-10-13,553.0,605.3019999999999,500.0
Gomez,William,18,179.5,94.5,F,non,doctorat,Corse,non,oui,5645.0,veuf,5.0,0.44,2024-03-31,690.0,735.356,23263.81823794237
Bean,Ryan,29,184.2,69.4,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3562.0,divorcé,5.0,0.1,2021-07-20,753.0,1086.9720000000002,25932.37750370768
Anderson,Robert,73,174.6,65.8,F,oui,aucun,Île-de-France,oui,non,2258.0,veuf,2.0,0.44,2024-07-15,577.0,738.0439999999999,500.0
Fisher,Jessica,53,182.8,66.5,H,oui,master,Corse,oui,non,2938.0,divorcé,1.0,0.13,2023-04-06,553.0,789.244,500.0
Garcia,Susan,61,170.9,49.8,F,oui,bac+2,Corse,non,oui,2842.0,célibataire,4.0,0.37,2022-01-09,576.0,845.826,14628.460631927765
Stone,Guy,36,159.1,76.5,F,non,aucun,Île-de-France,oui,non,3055.0,marié,2.0,0.54,2022-03-29,686.0,1026.402,500.0
Williams,Tabitha,59,171.7,91.6,F,non,master,Bretagne,oui,non,2490.0,célibataire,2.0,0.23,2022-12-29,577.0,798.15,500.0
Martin,Joanna,31,159.1,68.5,F,oui,doctorat,Île-de-France,oui,non,3060.0,divorcé,3.0,0.11,2022-01-30,739.0,826.216,8243.367217368506
Brown,Rachel,30,154.2,85.8,F,oui,aucun,Normandie,oui,oui,2997.0,divorcé,3.0,0.87,2025-05-04,805.0,688.184,500.0
Mclaughlin,Kelli,40,175.5,55.7,H,oui,aucun,Occitanie,non,oui,2200.0,célibataire,0.0,0.47,2022-10-12,580.0,949.5260000000001,17015.694884436813
Schroeder,Rebecca,22,182.1,83.0,H,non,aucun,Occitanie,oui,oui,2232.0,divorcé,2.0,0.62,2023-02-04,569.0,564.1780000000001,500.0
Davis,Eric,71,168.8,70.6,F,non,doctorat,Bretagne,non,non,500.0,divorcé,5.0,0.38,2020-09-29,557.0,806.098,500.0
Wagner,Jack,46,182.4,45.2,F,non,bac+2,Normandie,oui,non,500.0,célibataire,5.0,0.26,2023-04-25,557.0,548.06,500.0
Wolfe,Andre,70,180.2,74.5,F,non,aucun,Corse,non,non,3329.0,veuf,0.0,0.72,2020-09-19,612.0,633.696,500.0
Oliver,Carolyn,50,180.2,68.1,F,non,bac,Auvergne-Rhône-Alpes,oui,oui,500.0,divorcé,1.0,0.62,2020-04-22,456.0,650.918,500.0
Collins,Jenna,47,165.7,68.6,F,non,doctorat,Normandie,oui,oui,1181.0,divorcé,4.0,0.05,2020-06-09,576.0,840.9359999999999,500.0
Ramirez,Victoria,28,161.1,57.2,H,oui,master,Bretagne,non,oui,3401.0,célibataire,4.0,0.71,2020-10-24,465.0,844.3279999999999,32916.89585109401
Barry,Sharon,31,174.0,67.8,F,non,master,Occitanie,oui,non,1410.0,célibataire,4.0,0.68,2025-01-04,576.0,922.086,500.0
Stafford,Deborah,57,169.5,88.3,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,2371.0,divorcé,4.0,0.69,2022-11-22,825.0,543.26,23746.99647292048
Hughes,Rachel,51,164.0,74.9,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,500.0,célibataire,3.0,0.24,2022-07-11,513.0,713.5759999999999,500.0
Porter,Jamie,19,153.1,64.9,H,oui,doctorat,Corse,oui,non,2564.0,veuf,4.0,0.03,2022-09-24,576.0,663.52,500.0
King,Timothy,49,166.0,78.1,H,non,bac+2,Corse,non,non,2306.0,célibataire,0.0,0.64,2021-07-27,580.0,1007.164,500.0
Ford,Travis,30,174.0,83.7,H,oui,master,Occitanie,non,oui,500.0,marié,0.0,0.1,2020-05-23,580.0,656.9540000000001,17036.680201676703
Sweeney,Kenneth,72,174.6,51.2,F,oui,aucun,Normandie,oui,non,2655.0,veuf,1.0,0.09,2023-12-24,321.0,680.7280000000001,500.0
Ross,Paul,25,169.1,67.3,F,non,bac,Normandie,oui,oui,4143.0,célibataire,3.0,0.71,2022-11-16,581.0,695.612,4492.145732725343
Carr,Michael,60,156.9,99.6,F,non,aucun,Occitanie,oui,oui,1449.0,veuf,3.0,0.43,2021-07-08,581.0,804.706,500.0
Smith,Amanda,70,168.0,75.2,F,non,doctorat,Occitanie,non,oui,2670.0,veuf,3.0,0.98,2024-03-03,801.0,564.33,36896.60980019855
Jones,Rebecca,43,161.6,78.2,F,oui,doctorat,Occitanie,non,non,2189.0,veuf,2.0,0.85,2020-04-24,577.0,835.358,1998.9243449274347
Phillips,Cynthia,39,180.4,59.6,F,oui,master,Hauts-de-France,oui,non,2903.0,divorcé,1.0,0.25,2020-12-21,807.0,1055.61,500.0
Gonzalez,Charles,69,161.8,50.0,F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,2470.0,divorcé,1.0,0.78,2023-12-05,464.0,950.7300000000001,10783.05855056268
Walton,Brooke,37,153.2,70.8,F,oui,bac+2,Occitanie,non,oui,500.0,marié,3.0,0.69,2024-03-03,400.0,656.9540000000001,12534.086087338055
Lynn,Elizabeth,44,162.8,89.8,H,non,doctorat,Normandie,oui,oui,2481.0,divorcé,5.0,0.99,2020-09-19,579.0,792.6560000000001,14225.3372344427
Nichols,Laura,74,178.9,91.9,H,non,bac+2,Bretagne,non,oui,1767.0,veuf,2.0,0.44,2020-05-26,577.0,992.53,15635.971719797486
Todd,Aaron,31,192.3,59.7,H,oui,bac,Hauts-de-France,non,oui,943.0,marié,2.0,0.47,2022-07-12,360.0,1044.474,5572.693231935993
Padilla,Robert,19,174.5,61.6,H,non,aucun,Bretagne,non,non,2779.0,divorcé,3.0,0.09,2020-03-11,411.0,867.7819999999999,500.0
Payne,Gregory,73,176.6,50.6,H,oui,aucun,Île-de-France,non,oui,1621.0,divorcé,3.0,0.76,2024-11-08,385.0,945.82,16177.121288527109
Ferguson,Daniel,26,146.9,66.3,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2796.0,marié,4.0,0.54,2022-06-03,576.0,790.2540000000001,12787.499641856708
Peck,Joseph,75,153.8,60.0,H,non,bac,Occitanie,oui,oui,1641.0,veuf,4.0,0.74,2022-02-15,576.0,713.54,500.0
Cox,Katie,25,158.5,68.9,F,non,bac+2,Bretagne,non,oui,500.0,célibataire,0.0,0.14,2020-04-30,331.0,806.098,3602.0572172903267
Krause,Stacy,29,163.6,54.0,F,non,aucun,Occitanie,non,oui,3212.0,divorcé,5.0,0.61,2022-09-30,557.0,1208.838,2371.972611770464
Mckee,Kristy,61,174.8,103.2,H,non,aucun,Île-de-France,non,oui,2613.0,divorcé,0.0,0.34,2022-02-16,670.0,1026.8200000000002,7438.027916673134
Morse,Nicole,68,176.0,76.4,F,oui,doctorat,Hauts-de-France,non,oui,5345.0,marié,1.0,0.63,2020-06-04,363.0,734.358,28168.06385337335
Morrow,Steven,56,180.6,59.4,H,oui,aucun,Hauts-de-France,non,non,1776.0,marié,1.0,0.43,2025-01-29,553.0,477.98199999999997,500.0
Hayes,Brenda,29,193.19399999999996,60.1,H,oui,doctorat,Normandie,non,non,4510.0,marié,5.0,0.34,2024-09-27,557.0,1105.118,14476.711366790529
Garza,Sean,64,186.3,89.4,H,non,bac,Provence-Alpes-Côte d’Azur,non,oui,3432.0,veuf,1.0,0.48,2023-02-21,553.0,864.9620000000001,28433.95647982497
Hill,Glen,60,165.5,79.3,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,4102.0,célibataire,1.0,0.83,2020-03-26,553.0,923.142,43887.63323854497
Murray,Joseph,71,193.19399999999996,73.6,H,non,aucun,Provence-Alpes-Côte d’Azur,non,non,2161.0,marié,3.0,0.06,2025-03-05,581.0,421.1,500.0
Bullock,Austin,43,161.4,64.6,F,oui,bac+2,Normandie,non,oui,3974.0,divorcé,4.0,0.96,2023-07-11,303.0,653.044,23670.74957331744
Mclaughlin,Arthur,25,185.9,47.5,F,non,bac+2,Corse,oui,non,1245.0,marié,4.0,0.53,2024-04-10,576.0,760.462,500.0
Nguyen,Michael,73,179.1,57.6,H,oui,aucun,Hauts-de-France,oui,oui,3991.0,divorcé,1.0,0.11,2021-05-17,553.0,752.284,500.0
Benson,Richard,45,168.7,84.5,F,oui,bac,Normandie,oui,oui,3686.0,marié,2.0,0.87,2024-04-28,390.0,566.08,7549.507251288014
Johnson,Donald,59,162.0,41.0,F,oui,aucun,Bretagne,oui,oui,2768.0,célibataire,5.0,0.65,2020-12-02,557.0,1002.6780000000001,6847.684831678455
Young,Jean,58,175.5,65.6,F,oui,bac,Hauts-de-France,oui,oui,1326.0,célibataire,5.0,0.53,2020-09-08,557.0,856.0459999999999,500.0
Anderson,William,66,184.8,72.2,H,oui,bac+2,Île-de-France,non,non,1272.0,célibataire,1.0,0.04,2020-11-18,553.0,770.01,500.0
Thomas,Steven,19,163.7,71.0,F,oui,bac,Hauts-de-France,non,oui,2320.0,célibataire,5.0,0.73,2023-04-22,557.0,752.984,13337.63621486146
Becker,Shawn,25,174.2,48.3,F,oui,bac+2,Bretagne,non,oui,500.0,marié,4.0,0.26,2023-06-22,562.0,806.098,12483.11135845582
Burke,Michelle,42,170.6,73.7,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,2521.0,célibataire,4.0,0.92,2024-09-09,576.0,663.058,27258.509415783898
